Project_ID,Length_km,Voltage_kV,Terrain,Estimated_Cost,Actual_Cost,Planned_Duration,Actual_Duration,Weather_Risk,Contractor_Experience,Material_Cost_Index,Labor_Availability
P02638,126,400,Hilly,109771200.0,131544307.02,20,23,Low,11,1.21,73
P02639,336,220,Desert,169461600.0,237140599.17,25,34,High,17,1.31,63
P02640,146,765,Hilly,234943200.0,324515937.3,11,15,Medium,7,1.49,67
P02641,155,400,Forest,176514000.0,187752861.41,26,27,Low,8,1.46,71
P02642,39,132,Desert,11068200.0,12276874.54,27,29,Medium,11,1.29,66
P02643,75,765,Desert,101722500.0,101269335.07,13,12,Low,9,1.37,60
P02644,213,132,Hilly,70545600.0,79651956.37,8,9,Medium,14,1.38,95
P02645,266,132,Forest,71234800.0,99935660.46,28,39,Medium,7,1.03,89
P02646,240,220,Forest,121212000.0,168762337.19,20,27,High,16,1.11,65
P02647,53,400,Hilly,41594400.0,52387677.38,28,35,Low,3,1.09,78
P02648,184,132,Desert,57481600.0,72552048.46,8,10,High,6,1.42,89
P02649,144,132,Desert,47520000.0,53712790.87,20,22,Low,3,1.5,66
P02650,103,400,Plain,69216000.0,90528418.24,30,39,Low,6,1.12,87
P02651,151,400,Desert,114609000.0,149918747.12,23,30,High,3,1.15,77
P02652,35,132,Plain,8820000.0,8816537.48,15,14,Medium,16,1.26,80
P02653,198,765,Forest,296524800.0,443151662.84,17,25,Medium,15,1.28,90
P02654,287,132,Hilly,93676800.0,100197476.33,24,25,Medium,14,1.36,72
P02655,112,400,Forest,127545600.0,161513044.9,18,22,Medium,17,1.46,78
P02656,331,765,Desert,425997000.0,557288874.17,23,30,High,14,1.3,55
P02657,311,400,Desert,291469200.0,386443008.44,12,15,High,13,1.42,86
P02658,222,220,Hilly,110955600.0,127657190.65,24,27,Low,8,1.19,90
P02659,321,132,Forest,119347800.0,166649091.76,11,15,Medium,6,1.43,79
P02660,105,765,Forest,137592000.0,230969205.82,26,43,High,18,1.12,58
P02661,231,765,Plain,239085000.0,237958728.86,16,15,Low,11,1.15,81
P02662,209,220,Desert,95753350.0,103993234.06,21,22,Medium,8,1.19,74
P02663,284,132,Hilly,71568000.0,78190369.12,23,25,Low,8,1.05,94
P02664,72,220,Forest,46191600.0,70209476.9,12,18,Medium,13,1.41,64
P02665,259,220,Forest,139057100.0,180624712.6,12,15,High,15,1.18,93
P02666,278,765,Hilly,321256800.0,467437216.01,30,43,Medium,4,1.07,57
P02667,119,132,Plain,33796000.0,38661625.93,27,30,High,9,1.42,94
P02668,201,765,Forest,253983600.0,385410344.48,26,39,High,13,1.08,93
P02669,67,400,Hilly,61264800.0,74638628.28,24,29,Low,7,1.27,88
P02670,169,765,Desert,234234000.0,303387909.26,19,24,Low,5,1.4,83
P02671,66,765,Forest,110424600.0,151220814.08,24,32,Medium,15,1.43,72
P02672,144,132,Hilly,48038400.0,63658274.25,15,19,Low,9,1.39,64
P02673,193,132,Hilly,53268000.0,66269794.85,15,18,Medium,8,1.15,60
P02674,210,220,Hilly,125244000.0,181610653.6,16,23,Medium,15,1.42,90
P02675,219,220,Forest,125552700.0,161687973.68,26,33,High,18,1.26,95
P02676,231,765,Forest,399999600.0,624884476.59,19,29,Medium,18,1.48,56
P02677,109,765,Plain,106929000.0,143142052.22,12,16,High,9,1.09,59
P02678,225,400,Hilly,179820000.0,252789365.03,20,28,Medium,6,1.11,73
P02679,202,400,Plain,155136000.0,189165061.51,26,31,High,4,1.28,76
P02680,283,132,Hilly,91692000.0,118262052.75,30,38,Medium,9,1.35,77
P02681,311,765,Forest,487585800.0,518180391.91,14,14,Low,16,1.34,69
P02682,287,400,Plain,223860000.0,252356673.86,20,22,Medium,9,1.3,59
P02683,142,765,Forest,239241600.0,271638664.55,22,24,Medium,11,1.44,70
P02684,192,132,Hilly,57600000.0,57906841.73,13,13,Low,7,1.25,93
P02685,94,132,Hilly,33840000.0,39525883.36,9,10,Medium,10,1.5,88
P02686,345,765,Hilly,540270000.0,893815610.04,19,31,High,11,1.45,61
P02687,121,400,Plain,103818000.0,134099314.59,20,25,Medium,4,1.43,86
P02688,336,132,Desert,106444800.0,156263740.83,27,39,High,12,1.44,59
P02689,55,400,Hilly,54252000.0,63340455.13,17,19,Medium,12,1.37,66
P02690,74,765,Desert,101831400.0,112302044.48,18,19,Low,4,1.39,94
P02691,184,132,Forest,62670400.0,78246166.14,26,32,High,13,1.31,61
P02692,306,400,Desert,254469600.0,277736685.28,29,31,Medium,14,1.26,68
P02693,240,765,Hilly,370656000.0,387688115.46,25,26,Low,15,1.43,83
P02694,226,220,Desert,117463500.0,139111966.27,18,21,Medium,17,1.35,56
P02695,251,765,Forest,437568300.0,571105378.33,17,22,Low,3,1.49,75
P02696,299,132,Forest,110390800.0,145403725.58,17,22,High,16,1.42,94
P02697,121,765,Plain,163350000.0,230117840.32,27,38,High,13,1.5,79
P02698,275,220,Forest,125125000.0,163161908.18,26,33,High,13,1.0,68
P02699,165,220,Plain,60060000.0,72772814.03,23,27,High,14,1.04,80
P02700,171,220,Hilly,99111600.0,159299321.49,12,19,High,5,1.38,70
P02701,262,765,Forest,318801600.0,444456646.66,30,41,Medium,5,1.04,65
P02702,218,220,Desert,105751800.0,134047117.41,21,26,Medium,16,1.26,91
P02703,190,765,Forest,331227000.0,477132257.09,24,34,High,8,1.49,93
P02704,276,765,Desert,344282400.0,421862406.6,24,29,Medium,15,1.26,89
P02705,286,220,Plain,103103000.0,130637490.82,18,22,High,10,1.03,67
P02706,266,220,Hilly,140767200.0,203828151.4,17,24,Medium,3,1.26,72
P02707,267,765,Desert,370062000.0,457377692.44,13,16,Medium,15,1.4,95
P02708,298,765,Hilly,453794400.0,790757258.64,17,29,High,6,1.41,88
P02709,162,132,Desert,51678000.0,87116492.73,23,38,High,6,1.45,63
P02710,293,400,Plain,212718000.0,281230898.69,21,27,Low,3,1.21,65
P02711,179,400,Plain,118140000.0,121205913.18,14,14,Low,16,1.1,59
P02712,341,400,Forest,390990600.0,411079874.22,17,17,Low,14,1.47,81
P02713,69,400,Forest,71042400.0,93002047.24,24,31,Medium,5,1.32,94
P02714,158,220,Plain,61383000.0,100905667.2,18,29,High,5,1.11,65
P02715,300,220,Plain,140700000.0,149634492.1,14,14,Low,10,1.34,58
P02716,300,220,Forest,193830000.0,210263614.39,27,29,Medium,7,1.42,79
P02717,335,132,Desert,74437000.0,97359290.22,13,17,High,11,1.01,86
P02718,127,400,Plain,82296000.0,109762350.44,18,24,High,8,1.08,94
P02719,308,400,Desert,270362400.0,295485999.72,30,32,Medium,16,1.33,81
P02720,41,765,Desert,44649000.0,48752304.32,28,30,Medium,11,1.1,91
P02721,345,220,Desert,197909250.0,275240119.7,26,36,High,3,1.49,75
P02722,319,132,Hilly,88044000.0,107113860.11,10,12,High,13,1.15,75
P02723,231,132,Forest,64864800.0,78294190.17,29,35,Low,10,1.08,91
P02724,180,132,Forest,60372000.0,83104842.35,25,34,High,8,1.29,92
P02725,277,132,Desert,69471600.0,70715802.7,28,28,Medium,18,1.14,81
P02726,81,132,Plain,22032000.0,37365056.17,8,13,High,6,1.36,59
P02727,89,132,Plain,18334000.0,22971595.75,24,30,Medium,14,1.03,60
P02728,311,132,Forest,101883600.0,140868220.8,16,22,High,17,1.26,70
P02729,252,220,Forest,143325000.0,165797005.37,12,13,Medium,17,1.25,77
P02730,302,400,Forest,287383200.0,438466405.44,29,44,High,14,1.22,95
P02731,90,132,Forest,24102000.0,28366802.06,12,14,Low,7,1.03,91
P02732,251,400,Forest,250598400.0,270581143.08,24,25,Medium,13,1.28,73
P02733,138,400,Desert,126601200.0,117934839.6,22,20,Low,10,1.39,74
P02734,206,400,Plain,148320000.0,177547462.29,14,16,Low,5,1.2,57
P02735,244,132,Plain,50752000.0,64132997.59,12,15,High,9,1.04,58
P02736,313,400,Hilly,272685600.0,331803884.13,21,25,Low,7,1.21,70
P02737,337,765,Desert,390347100.0,432802673.18,12,13,High,13,1.17,77
P02738,30,765,Plain,27810000.0,30755440.42,16,17,Low,13,1.03,85
P02739,313,220,Plain,155561000.0,245341475.59,14,22,High,3,1.42,86
P02740,234,765,Desert,271042200.0,313043421.21,15,17,High,8,1.17,86
P02741,210,132,Desert,61908000.0,74526041.72,29,34,Low,14,1.34,62
P02742,164,220,Hilly,76456800.0,114549057.49,20,29,High,15,1.11,87
P02743,202,220,Forest,120402100.0,187225443.92,24,37,Low,5,1.31,91
P02744,200,132,Hilly,63840000.0,70276031.71,17,18,Low,18,1.33,85
P02745,237,220,Desert,124093200.0,135834215.75,13,14,Medium,14,1.36,82
P02746,307,132,Forest,98178600.0,166343157.15,24,40,High,3,1.23,61
P02747,31,132,Desert,8661400.0,13121943.13,13,19,High,4,1.27,74
P02748,147,220,Forest,84943950.0,103776848.77,21,25,Medium,14,1.27,69
P02749,185,220,Forest,92592500.0,111002442.87,10,11,Low,11,1.1,66
P02750,299,400,Desert,286143000.0,384307059.36,21,28,Medium,8,1.45,60
P02751,87,132,Forest,24203400.0,27699579.46,9,10,Medium,9,1.07,79
P02752,197,220,Hilly,95151000.0,136432010.48,25,35,Low,4,1.15,64
P02753,202,220,Hilly,101808000.0,123783601.85,18,21,Low,16,1.2,80
P02754,213,132,Hilly,75657600.0,105746767.17,8,11,Low,3,1.48,59
P02755,34,220,Hilly,14994000.0,17243200.19,23,26,Low,6,1.05,88
P02756,60,765,Desert,88506000.0,93474715.09,12,12,High,17,1.49,84
P02757,274,400,Hilly,284083200.0,377063859.81,19,25,Medium,12,1.44,62
P02758,254,765,Plain,251460000.0,371871089.17,27,39,Medium,6,1.1,59
P02759,69,132,Hilly,23680800.0,32920582.66,28,38,Low,14,1.43,55
P02760,56,220,Forest,30576000.0,49557863.66,14,22,High,8,1.2,65
P02761,86,765,Forest,121750200.0,146124557.94,29,34,Medium,12,1.21,75
P02762,174,400,Desert,152737200.0,208490753.82,27,36,Low,5,1.33,91
P02763,180,132,Forest,61776000.0,84248041.1,21,28,High,18,1.32,70
P02764,113,400,Hilly,106581600.0,154396306.68,9,13,High,12,1.31,79
P02765,251,400,Hilly,233128800.0,329523937.16,8,11,High,14,1.29,82
P02766,319,220,Plain,127281000.0,154014072.08,15,18,High,11,1.14,65
P02767,303,220,Hilly,176891400.0,249553698.99,23,32,High,13,1.39,93
P02768,229,132,Hilly,55509600.0,81555289.1,18,26,Medium,3,1.01,80
P02769,198,132,Hilly,67953600.0,88476204.09,18,23,High,10,1.43,62
P02770,217,132,Plain,46872000.0,40020298.61,14,11,Low,18,1.08,93
P02771,187,132,Hilly,66871200.0,97746232.85,27,39,High,5,1.49,62
P02772,99,132,Hilly,35640000.0,54686651.07,26,39,Medium,4,1.5,85
P02773,166,220,Desert,86278500.0,126918515.61,27,39,High,7,1.35,65
P02774,64,400,Hilly,68659200.0,101762628.32,29,42,High,10,1.49,91
P02775,306,400,Hilly,279806400.0,370724948.76,16,21,Medium,12,1.27,85
P02776,130,765,Forest,215982000.0,268796219.54,30,37,Low,6,1.42,93
P02777,175,400,Hilly,158760000.0,241028635.8,11,16,High,9,1.26,75
P02778,317,132,Desert,75319200.0,94899856.07,20,25,Medium,13,1.08,87
P02779,111,220,Forest,70201950.0,74970670.16,16,17,Low,15,1.39,63
P02780,163,132,Forest,47041800.0,77365307.65,15,24,Medium,5,1.11,90
P02781,133,132,Plain,27930000.0,31788529.4,23,26,High,7,1.05,66
P02782,331,220,Plain,117008500.0,164601557.75,28,39,Low,5,1.01,55
P02783,283,765,Plain,257247000.0,319112529.05,26,32,Medium,16,1.01,74
P02784,343,400,Desert,292030200.0,368612256.35,19,23,Medium,8,1.29,59
P02785,174,220,Hilly,103773600.0,155118524.28,17,25,Medium,6,1.42,76
P02786,220,132,Hilly,74976000.0,130782469.02,8,13,High,5,1.42,87
P02787,52,400,Desert,39811200.0,58212500.13,8,11,High,4,1.16,80
P02788,322,132,Forest,90417600.0,102294644.5,29,32,Medium,14,1.08,91
P02789,35,400,Desert,29337000.0,30549301.5,27,28,Low,12,1.27,74
P02790,259,220,Forest,164983000.0,251941900.49,8,12,High,12,1.4,79
P02791,150,132,Desert,49500000.0,58272079.56,23,27,Medium,13,1.5,94
P02792,221,220,Forest,150832500.0,236766340.41,13,20,High,16,1.5,84
P02793,159,132,Desert,48622200.0,53793894.53,27,29,High,16,1.39,69
P02794,193,765,Desert,278962200.0,320142405.95,20,22,Medium,18,1.46,57
P02795,117,220,Desert,45945900.0,51459037.83,12,13,Low,8,1.02,55
P02796,59,132,Desert,13369400.0,17172891.41,27,34,High,6,1.03,85
P02797,333,765,Forest,553246200.0,721743865.43,14,18,Medium,16,1.42,73
P02798,36,400,Desert,34452000.0,39391403.24,13,14,Medium,18,1.45,70
P02799,47,132,Plain,12126000.0,15546794.88,24,30,Medium,6,1.29,91
P02800,275,220,Hilly,133980000.0,152077172.36,11,12,Low,3,1.16,79
P02801,39,132,Forest,12269400.0,14829480.32,11,13,Medium,9,1.21,93
P02802,334,132,Plain,68136000.0,75231574.1,21,23,Low,8,1.02,80
P02803,173,400,Hilly,134524800.0,170559492.7,14,17,High,11,1.08,69
P02804,110,132,Plain,30580000.0,27889468.48,22,20,Low,13,1.39,83
P02805,188,220,Hilly,114492000.0,168583341.08,29,42,Medium,13,1.45,85
P02806,333,132,Hilly,117482400.0,156210378.88,10,13,Medium,5,1.47,74
P02807,255,220,Plain,119595000.0,136484555.01,30,34,Low,14,1.34,77
P02808,221,132,Plain,57018000.0,66765339.68,8,9,High,12,1.29,63
P02809,114,400,Hilly,118195200.0,174616049.51,18,26,High,14,1.44,77
P02810,226,220,Plain,94920000.0,98054914.03,28,28,Medium,17,1.2,92
P02811,137,765,Desert,155974500.0,180412976.92,21,24,High,17,1.15,74
P02812,173,400,Desert,121030800.0,120493814.92,26,25,Low,9,1.06,64
P02813,189,220,Plain,78718500.0,89322653.01,21,23,Low,14,1.19,72
P02814,103,765,Plain,127926000.0,199432150.87,20,31,Medium,3,1.38,68
P02815,200,132,Desert,61160000.0,76491624.65,28,35,High,4,1.39,89
P02816,291,132,Forest,93818400.0,155870637.24,14,23,High,3,1.24,95
P02817,241,220,Desert,128971150.0,135092046.51,27,28,Low,15,1.39,64
P02818,295,765,Hilly,446040000.0,668939029.03,18,26,Low,4,1.4,87
P02819,59,132,Plain,16874000.0,22774509.56,23,31,High,17,1.43,78
P02820,334,132,Hilly,115430400.0,136242135.59,27,31,Medium,11,1.44,88
P02821,319,400,Plain,252648000.0,254104697.89,25,25,Medium,10,1.32,95
P02822,263,220,Plain,98493500.0,119560870.51,16,19,Medium,15,1.07,82
P02823,308,220,Hilly,175929600.0,263152816.29,29,43,High,3,1.36,57
P02824,57,400,Hilly,47196000.0,65267901.22,27,37,High,3,1.15,74
P02825,190,765,Desert,255816000.0,280360600.88,18,19,Medium,4,1.36,71
P02826,167,132,Forest,49933000.0,82109513.95,23,37,Medium,5,1.15,76
P02827,282,220,Desert,136798200.0,174846492.23,30,38,High,5,1.26,82
P02828,77,220,Forest,51151100.0,60769399.52,30,35,High,16,1.46,73
P02829,343,132,Plain,92610000.0,116035695.14,21,26,High,13,1.35,73
P02830,349,220,Plain,183225000.0,205357343.92,27,30,Low,8,1.5,56
P02831,84,132,Hilly,29232000.0,32100835.58,17,18,Low,8,1.45,60
P02832,260,132,Plain,62400000.0,73884417.55,27,31,Medium,6,1.2,64
P02833,183,400,Desert,154598400.0,180896953.56,28,32,Low,4,1.28,85
P02834,125,765,Hilly,164700000.0,221287592.22,24,32,Low,3,1.22,67
P02835,114,400,Forest,99590400.0,106010591.15,10,10,Low,9,1.12,83
P02836,137,132,Plain,36990000.0,42300530.37,10,11,Low,6,1.35,77
P02837,214,220,Forest,141186500.0,217618565.87,15,23,High,17,1.45,93
P02838,43,400,Forest,45949800.0,51338463.7,10,11,Low,10,1.37,81
P02839,263,400,Hilly,238593600.0,255858692.28,26,27,Low,15,1.26,66
P02840,214,220,Desert,84861700.0,90134085.43,30,31,Low,14,1.03,60
P02841,47,400,Plain,35532000.0,42259957.64,15,17,High,10,1.26,66
P02842,205,220,Desert,108916500.0,124686595.93,13,14,Low,11,1.38,93
P02843,135,765,Forest,232186500.0,300163893.3,20,25,High,7,1.47,88
P02844,86,220,Plain,40033000.0,53222470.11,18,23,High,17,1.33,80
P02845,78,132,Plain,17472000.0,22501424.2,29,37,High,3,1.12,81
P02846,47,400,Desert,34742400.0,37311841.8,15,16,Low,17,1.12,95
P02847,31,400,Plain,22692000.0,29712617.88,22,28,Low,13,1.22,64
P02848,120,132,Plain,32160000.0,40352465.55,28,35,Medium,14,1.34,87
P02849,244,220,Hilly,105554400.0,126202192.96,13,15,Low,17,1.03,77
P02850,170,765,Hilly,203796000.0,254054404.13,9,11,Medium,3,1.11,84
P02851,312,132,Forest,103833600.0,118481802.98,22,25,Low,15,1.28,68
P02852,269,132,Plain,54876000.0,62560213.95,16,18,Medium,13,1.02,91
P02853,320,132,Desert,82368000.0,97409634.96,18,21,High,7,1.17,93
P02854,121,132,Desert,30080600.0,37436206.73,19,23,Medium,13,1.13,71
P02855,298,765,Desert,345173400.0,439487114.28,28,35,Low,3,1.17,58
P02856,120,400,Forest,118872000.0,161001411.1,21,28,Low,17,1.27,68
P02857,169,400,Forest,167411400.0,175681412.86,29,30,Low,8,1.27,75
P02858,176,132,Plain,52096000.0,71845620.57,14,19,High,10,1.48,84
P02859,342,765,Desert,362280600.0,427160027.21,16,18,Medium,8,1.07,69
P02860,74,220,Forest,46464600.0,66407545.54,19,27,Low,17,1.38,60
P02861,230,400,Desert,154836000.0,228078390.23,9,13,High,6,1.02,66
P02862,108,132,Desert,34214400.0,42487085.24,11,13,High,3,1.44,73
P02863,53,400,Forest,59529600.0,93736465.6,19,29,High,4,1.44,81
P02864,206,220,Hilly,91711200.0,125162965.6,20,27,Medium,8,1.06,61
P02865,250,400,Forest,261300000.0,346582789.72,14,18,Medium,7,1.34,71
P02866,205,765,Desert,286159500.0,423301998.68,19,28,Medium,3,1.41,91
P02867,144,765,Forest,200491200.0,298650109.06,8,11,High,18,1.19,62
P02868,146,765,Desert,177784200.0,183406396.62,13,13,Low,18,1.23,71
P02869,284,400,Hilly,300585600.0,421646249.72,9,12,Medium,10,1.47,88
P02870,323,132,Desert,80297800.0,94400479.58,14,16,Low,12,1.13,84
P02871,325,400,Forest,342225000.0,541738067.62,11,17,High,4,1.35,65
P02872,62,220,Hilly,26821200.0,35830108.41,26,34,Low,15,1.03,84
P02873,72,400,Plain,61344000.0,91092027.94,28,41,High,13,1.42,65
P02874,161,765,Desert,202425300.0,179873196.79,17,15,Low,11,1.27,82
P02875,320,400,Desert,276672000.0,311727219.2,19,21,Medium,11,1.31,63
P02876,230,132,Plain,64400000.0,86698606.59,29,39,Medium,16,1.4,64
P02877,277,220,Forest,153762700.0,210484565.39,20,27,High,15,1.22,60
P02878,230,220,Plain,111090000.0,131120899.9,16,18,Low,3,1.38,86
P02879,342,400,Plain,229824000.0,322168192.24,24,33,Low,6,1.12,66
P02880,302,400,Hilly,252230400.0,284021468.66,21,23,Medium,11,1.16,87
P02881,345,132,Forest,108537000.0,116807263.36,14,15,Medium,16,1.21,78
P02882,345,765,Hilly,409860000.0,685240140.97,24,40,Medium,3,1.1,66
P02883,249,765,Desert,337718700.0,324370116.72,15,14,Low,7,1.37,61
P02884,137,220,Hilly,58690800.0,71754444.89,26,31,Medium,4,1.02,72
P02885,350,400,Desert,323400000.0,329682473.84,13,13,Low,15,1.4,92
P02886,271,220,Hilly,162762600.0,263193623.02,10,16,Medium,11,1.43,63
P02887,329,220,Desert,129198300.0,152114402.9,27,31,Medium,8,1.02,77
P02888,276,220,Hilly,149536800.0,215885492.3,15,21,Medium,6,1.29,83
P02889,177,400,Hilly,175867200.0,252116154.19,14,20,High,9,1.38,75
P02890,280,400,Plain,186480000.0,199829327.09,8,8,High,8,1.11,83
P02891,106,765,Hilly,161416800.0,242084922.95,17,25,Medium,15,1.41,93
P02892,337,220,Desert,131042450.0,153273854.53,12,14,Medium,16,1.01,93
P02893,215,765,Plain,263160000.0,302576066.38,14,16,High,13,1.36,85
P02894,93,220,Hilly,52340400.0,78858782.83,19,28,High,15,1.34,91
P02895,70,765,Forest,103194000.0,134985850.67,10,13,Medium,12,1.26,71
P02896,147,765,Desert,181912500.0,196396735.63,20,21,High,9,1.25,79
P02897,129,220,Forest,78651300.0,129541794.98,26,42,High,6,1.34,60
P02898,131,765,Desert,154331100.0,142423132.07,8,7,Low,10,1.19,81
P02899,315,400,Plain,245700000.0,337742932.13,25,34,Low,5,1.3,81
P02900,79,220,Forest,48525750.0,78375214.59,9,14,Medium,17,1.35,58
P02901,252,132,Hilly,76809600.0,104668249.66,22,29,Low,18,1.27,60
P02902,297,400,Hilly,222393600.0,292601629.29,11,14,High,11,1.04,63
P02903,54,220,Plain,25326000.0,33816576.09,16,21,High,3,1.34,59
P02904,311,400,Hilly,331401600.0,359150782.47,19,20,Medium,8,1.48,89
P02905,64,220,Desert,32032000.0,36389400.46,8,9,Low,5,1.3,55
P02906,329,765,Hilly,394405200.0,521096331.64,20,26,Medium,8,1.11,69
P02907,182,220,Plain,87269000.0,111376159.17,26,33,Low,13,1.37,59
P02908,58,765,Plain,66294000.0,76954695.64,15,17,Low,17,1.27,89
P02909,52,765,Forest,77875200.0,123282222.98,10,15,Medium,10,1.28,69
P02910,306,132,Hilly,104284800.0,152642909.95,29,42,High,14,1.42,78
P02911,96,765,Desert,115948800.0,120864688.76,19,19,Low,11,1.22,70
P02912,117,765,Hilly,145314000.0,198546938.67,28,38,High,3,1.15,93
P02913,108,132,Forest,28080000.0,48783000.64,19,33,High,16,1.0,66
P02914,296,400,Hilly,279187200.0,426004161.44,13,19,High,5,1.31,58
P02915,302,220,Desert,137198600.0,133020709.82,25,24,Low,17,1.18,76
P02916,287,400,Plain,182532000.0,212293267.55,24,27,High,4,1.06,88
P02917,181,765,Hilly,230666400.0,326377298.68,16,22,High,15,1.18,70
P02918,319,220,Hilly,190251600.0,301723060.17,19,30,High,6,1.42,84
P02919,143,220,Plain,53553500.0,61648592.25,29,33,Low,18,1.07,76
P02920,129,400,Forest,127787400.0,184038213.94,15,21,High,15,1.27,72
P02921,88,765,Plain,92664000.0,109079819.66,13,15,Low,8,1.17,68
P02922,63,220,Forest,36977850.0,46915882.79,14,17,High,15,1.29,95
P02923,80,132,Forest,28080000.0,36757546.49,15,19,Low,18,1.35,59
P02924,261,765,Plain,300672000.0,361131306.99,21,25,Medium,13,1.28,82
P02925,137,220,Plain,62335000.0,76989860.97,30,37,Medium,4,1.3,58
P02926,120,132,Hilly,32544000.0,34979332.53,13,13,Low,13,1.13,90
P02927,152,765,Hilly,185500800.0,222432191.68,25,29,High,18,1.13,78
P02928,323,765,Forest,453492000.0,563131630.8,29,36,Low,17,1.2,64
P02929,64,765,Plain,65088000.0,87649776.11,14,18,High,10,1.13,59
P02930,295,765,Forest,355504500.0,456104479.3,29,37,High,7,1.03,87
P02931,219,765,Plain,252288000.0,280748095.1,22,24,High,17,1.28,91
P02932,324,765,Hilly,363916800.0,572022354.22,8,12,High,5,1.04,91
P02933,75,220,Forest,45386250.0,53489757.08,12,14,Low,17,1.33,75
P02934,350,132,Forest,127400000.0,194146852.15,26,39,Medium,6,1.4,63
P02935,153,220,Desert,61850250.0,69905171.05,11,12,Medium,6,1.05,95
P02936,142,400,Forest,153956400.0,187103104.53,18,21,High,14,1.39,83
P02937,88,400,Hilly,87436800.0,119117309.58,23,31,Medium,9,1.38,94
P02938,213,220,Hilly,93933000.0,128447356.12,18,24,Low,10,1.05,83
P02939,350,765,Plain,368550000.0,461798842.14,19,23,Low,9,1.17,60
P02940,178,765,Forest,235333800.0,309322978.91,18,23,High,16,1.13,64
P02941,65,400,Plain,49920000.0,58255576.67,13,15,High,4,1.28,87
P02942,280,132,Desert,85008000.0,86511073.87,20,20,Medium,12,1.38,71
P02943,294,400,Desert,287179200.0,292846706.93,14,14,Low,6,1.48,91
P02944,232,400,Plain,154512000.0,262002393.19,8,13,High,3,1.11,57
P02945,122,765,Plain,129564000.0,138615752.9,24,25,Medium,12,1.18,87
P02946,202,132,Hilly,62054400.0,102208236.52,12,19,High,5,1.28,66
P02947,80,400,Plain,52800000.0,67333065.2,23,29,High,15,1.1,55
P02948,299,220,Hilly,134370600.0,184324329.5,15,20,Medium,15,1.07,95
P02949,196,400,Desert,179810400.0,212425125.86,13,15,High,16,1.39,57
P02950,131,765,Forest,173195100.0,223260590.68,28,36,High,10,1.13,60
P02951,70,220,Hilly,42924000.0,64092551.7,15,22,Medium,15,1.46,79
P02952,206,132,Desert,65260800.0,61147753.46,19,17,Low,16,1.44,76
P02953,155,765,Hilly,182466000.0,233755515.06,28,35,Medium,16,1.09,58
P02954,104,765,Hilly,162864000.0,175920557.6,11,11,Low,7,1.45,68
P02955,170,220,Plain,76160000.0,85845898.18,14,15,Medium,12,1.28,68
P02956,231,132,Hilly,62647200.0,65372839.69,16,16,Low,16,1.13,85
P02957,285,132,Hilly,76608000.0,94972996.85,25,30,Low,12,1.12,92
P02958,39,765,Hilly,46332000.0,58251359.47,30,37,High,11,1.1,81
P02959,277,765,Plain,329076000.0,387040199.38,29,34,High,8,1.32,82
P02960,145,765,Forest,171346500.0,227629249.04,15,19,Low,6,1.01,83
P02961,266,220,Desert,108554600.0,155784783.93,28,40,High,18,1.06,88
P02962,317,220,Hilly,161099400.0,211839979.97,21,27,Low,14,1.21,78
P02963,71,765,Desert,75210300.0,69042850.2,25,22,Low,16,1.07,91
P02964,97,220,Desert,40706050.0,51990733.69,11,14,High,16,1.09,57
P02965,281,220,Plain,120970500.0,142600311.81,13,15,Medium,9,1.23,75
P02966,224,220,Forest,140649600.0,154305222.0,10,10,Medium,17,1.38,85
P02967,79,765,Forest,103521600.0,132903857.3,29,37,High,16,1.12,73
P02968,56,400,Hilly,48384000.0,63652377.9,22,28,High,7,1.2,89
P02969,313,765,Forest,428465700.0,577169508.61,28,37,Low,8,1.17,63
P02970,276,765,Forest,448858800.0,579169293.81,27,34,Medium,18,1.39,59
P02971,276,132,Forest,83959200.0,129375376.8,8,12,High,18,1.17,75
P02972,319,765,Forest,432946800.0,476726371.61,20,22,Medium,17,1.16,75
P02973,63,765,Hilly,89812800.0,133264626.8,12,17,Medium,18,1.32,79
P02974,123,220,Hilly,66641400.0,101121491.26,25,37,Medium,9,1.29,55
P02975,32,132,Forest,9568000.0,13635590.92,11,15,High,7,1.15,79
P02976,294,765,Desert,436590000.0,636415552.95,27,39,High,15,1.5,57
P02977,293,132,Plain,63288000.0,76963472.05,25,30,Low,4,1.08,59
P02978,257,132,Desert,75763600.0,81401294.18,22,23,Medium,12,1.34,83
P02979,173,220,Hilly,77019600.0,128586024.71,28,46,Medium,5,1.06,81
P02980,183,765,Hilly,284601600.0,383103230.67,24,32,Medium,5,1.44,58
P02981,63,132,Hilly,16480800.0,23123468.93,20,28,High,15,1.09,57
P02982,300,400,Plain,253800000.0,327894394.38,12,15,High,15,1.41,81
P02983,113,400,Desert,103666200.0,163786149.1,19,30,High,3,1.39,81
P02984,96,765,Hilly,105753600.0,180542123.02,24,40,High,17,1.02,63
P02985,208,400,Plain,128544000.0,138290188.84,23,24,Low,17,1.03,85
P02986,245,400,Desert,168168000.0,187018839.66,22,24,Low,13,1.04,67
P02987,53,765,Forest,86193900.0,132489077.01,24,36,High,4,1.39,83
P02988,159,220,Hilly,81471600.0,102535190.56,8,10,Low,9,1.22,70
P02989,121,220,Forest,55605550.0,73007914.17,23,30,High,17,1.01,75
P02990,300,765,Desert,421740000.0,436630190.12,11,11,Low,8,1.42,66
P02991,206,400,Plain,128544000.0,158987131.42,12,14,Medium,16,1.04,71
